title,recommended_genres
42 Up (1998),['Comedy']
Liberty Heights (1999),[]
Mansfield Park (1999),[]
"Goodbye, 20th Century (Zbogum na dvadesetiot vek) (1998)",[]
Sleepy Hollow (1999),[]
"World Is Not Enough, The (1999)",['Drama']
All About My Mother (Todo Sobre Mi Madre) (1999),['Drama']
Home Page (1999),[]
"Living Dead Girl, The (La Morte Vivante) (1982)",[]
March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),['Comedy']
Scrooged (1988),[]
Harvey (1950),[]
"Bicycle Thief, The (Ladri di biciclette) (1948)",['Drama']
Matewan (1987),['Comedy']
Kagemusha (1980),['Drama']
Chushingura (1962),[]
McCabe & Mrs. Miller (1971),[]
Maurice (1987),['Comedy']
"Grapes of Wrath, The (1940)",[]
My Man Godfrey (1957),[]
"Shop Around the Corner, The (1940)",['Comedy']
"Natural, The (1984)",['Drama']
Shampoo (1975),['Drama']
"River Runs Through It, A (1992)",['Drama']
Fatal Attraction (1987),[]
Jagged Edge (1985),['Drama']
Stanley & Iris (1990),[]
Midnight Run (1988),[]
Awakenings (1990),[]
Come See the Paradise (1990),['Drama']
Backdraft (1991),[]
"Fisher King, The (1991)",['Drama']
"River, The (1984)",['Drama']
Country (1984),['Drama']
Places in the Heart (1984),['Drama']
'Night Mother (1986),['Drama']
End of Days (1999),['Drama']
Toy Story 2 (1999),['Drama']
Flawless (1999),[]
Miss Julie (1999),[]
Ride with the Devil (1999),['Drama']
Tumbleweeds (1999),[]
Bay of Blood (Reazione a catena) (1971),[]
"Distinguished Gentleman, The (1992)",[]
"Hitch-Hiker, The (1953)",[]
Santa Fe Trail (1940),['Comedy']
Spring Fever USA (a.k.a. Lauderdale) (1989),"['Comedy', 'Drama']"
Agnes Browne (1999),[]
"End of the Affair, The (1999)",['Drama']
"End of the Affair, The (1955)",['Drama']
Holy Smoke (1999),['Drama']
"Map of the World, A (1999)",[]
Sweet and Lowdown (1999),['Drama']
Bonfire of the Vanities (1990),[]
Broadway Damage (1997),['Comedy']
Daddy Long Legs (1919),[]
Go West (1925),[]
"Grand Illusion (Grande illusion, La) (1937)",['Drama']
"Great Santini, The (1979)",[]
"James Dean Story, The (1957)",[]
"Sea Wolves, The (1980)",[]
Stealing Home (1988),[]
Tarzan the Fearless (1933),[]
"Three Ages, The (1923)",[]
"Two Jakes, The (1990)",['Drama']
U2: Rattle and Hum (1988),[]
Hell in the Pacific (1968),[]
"Glass Bottom Boat, The (1966)",[]
"Cradle Will Rock, The (1999)",[]
Deuce Bigalow: Male Gigolo (1999),[]
"Green Mile, The (1999)",['Drama']
"Cider House Rules, The (1999)",['Comedy']
Diamonds (1999),[]
"War Zone, The (1999)",[]
"Bat Whispers, The (1930)",['Drama']
"Last Picture Show, The (1971)",['Drama']
"7th Voyage of Sinbad, The (1958)","['Action', 'Adventure']"
Blood on the Sun (1945),['Drama']
Anna and the King (1999),['Drama']
Bicentennial Man (1999),[]
Stuart Little (1999),['Comedy']
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",['Drama']
Fantasia 2000 (1999),[]
Magnolia (1999),[]
Onegin (1999),[]
Simpatico (1999),[]
Topsy-Turvy (1999),[]
"Alley Cats, The (1968)",[]
Boiling Point (1993),['Drama']
Brenda Starr (1989),[]
Carnal Knowledge (1971),[]
Easy Rider (1969),[]
"Falcon and the Snowman, The (1984)",[]
Hi-Yo Silver (1940),[]
Room at the Top (1959),['Drama']
Ulysses (Ulisse) (1954),[]
Any Given Sunday (1999),[]
Man on the Moon (1999),['Drama']
Galaxy Quest (1999),[]
"Talented Mr. Ripley, The (1999)","['Comedy', 'Drama']"
Next Friday (1999),['Comedy']
"Hurricane, The (1999)",['Drama']
Angela's Ashes (1999),['Drama']
Play it to the Bone (1999),[]
Titus (1999),[]
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),['Drama']
"Third Miracle, The (1999)",['Drama']
Montana (1998),['Drama']
Snow Falling on Cedars (1999),['Drama']
"Girl, Interrupted (1999)",['Comedy']
Trans (1998),['Drama']
"Life and Times of Hank Greenberg, The (1998)",[]
My Dog Skip (1999),"['Comedy', 'Drama']"
Supernova (2000),[]
"Quarry, The (1998)",['Drama']
"Terrorist, The (Malli) (1998)",['Drama']
Creature (1999),[]
"Way We Were, The (1973)",['Drama']
Tess of the Storm Country (1922),['Drama']
Stalag 17 (1953),[]
"Presidio, The (1988)",[]
Papillon (1973),[]
Pal Joey (1957),[]
"Last Detail, The (1973)",['Drama']
Five Easy Pieces (1970),['Drama']
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),[]
Dead Calm (1989),[]
"Boys from Brazil, The (1978)",[]
Black Sunday (La Maschera Del Demonio) (1960),[]
Against All Odds (1984),['Drama']
"Snows of Kilimanjaro, The (1952)",['Drama']
Loaded Weapon 1 (1993),"['Action', 'Comedy']"
"Loves of Carmen, The (1948)",['Drama']
Fast Times at Ridgemont High (1982),['Comedy']
"Cry in the Dark, A (1988)",['Drama']
Born to Win (1971),['Drama']
Batman: Mask of the Phantasm (1993),[]
American Flyers (1985),[]
Voyage of the Damned (1976),[]
Vampyros Lesbos (Las Vampiras) (1970),[]
"Star Is Born, A (1937)",['Drama']
Poison (1991),['Drama']
Pacific Heights (1990),['Drama']
Night Tide (1961),[]
"Draughtsman's Contract, The (1982)",[]
Carmen (1984),['Drama']
"Zed & Two Noughts, A (1985)",['Drama']
Woman in the Dunes (Suna no onna) (1964),['Drama']
Down to You (2000),"['Comedy', 'Romance']"
Hellhounds on My Trail (1999),['Drama']
"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",['Comedy']
Wirey Spindell (1999),[]
Another Man's Poison (1952),['Drama']
"Odessa File, The (1974)",[]
"Saphead, The (1920)",[]
Seven Chances (1925),"['Comedy', 'Drama']"
Smashing Time (1967),[]
Train Ride to Hollywood (1978),['Comedy']
Where the Buffalo Roam (1980),['Comedy']
Zachariah (1971),[]
Kestrel's Eye (Falkens öga) (1998),[]
Eye of the Beholder (1999),[]
Isn't She Great? (2000),['Comedy']
"Big Tease, The (1999)",['Comedy']
"Cup, The (Phörpa) (1999)",[]
Santitos (1997),[]
Encino Man (1992),[]
"Goodbye Girl, The (1977)",[]
I Am Cuba (Soy Cuba/Ya Kuba) (1964),[]
Malcolm X (1992),[]
Sister Act (1992),['Comedy']
Sister Act 2: Back in the Habit (1993),['Comedy']
"Hand That Rocks the Cradle, The (1992)",[]
Alive (1993),['Drama']
Agnes of God (1985),['Drama']
Scent of a Woman (1992),['Drama']
Wayne's World (1992),['Comedy']
Wayne's World 2 (1993),['Comedy']
"League of Their Own, A (1992)",['Drama']
Patriot Games (1992),[]
"Bodyguard, The (1992)",[]
Death Becomes Her (1992),['Drama']
Far and Away (1992),['Drama']
Howards End (1992),['Drama']
Singles (1992),[]
Twin Peaks: Fire Walk with Me (1992),['Drama']
White Men Can't Jump (1992),['Drama']
Buffy the Vampire Slayer (1992),[]
Hard-Boiled (Lashou shentan) (1992),['Action']
Man Bites Dog (C'est arrivé près de chez vous) (1992),"['Comedy', 'Drama']"
"Mariachi, El (1992)",[]
Stop! Or My Mom Will Shoot (1992),['Comedy']
Forever Young (1992),[]
"Cutting Edge, The (1992)",['Drama']
Of Mice and Men (1992),[]
Bad Lieutenant (1992),[]
Scream 3 (2000),['Horror']
Single White Female (1992),['Drama']
"Boondock Saints, The (1999)",[]
Gun Shy (2000),['Comedy']
Beloved/Friend (Amigo/Amado) (1999),['Drama']
Gendernauts (1999),[]
Knockout (1999),[]
"Baby, The (1973)",[]
"Brandon Teena Story, The (1998)",['Drama']
Different for Girls (1996),['Comedy']
Minnie and Moskowitz (1971),[]
They Might Be Giants (1971),"['Comedy', 'Drama']"
"Beach, The (2000)",['Comedy']
Snow Day (2000),[]
"Tigger Movie, The (2000)","[""Children's""]"
Cotton Mary (1999),['Drama']
Not One Less (Yi ge dou bu neng shao) (1999),['Drama']
Soft Toilet Seats (1999),['Comedy']
Trois (2000),[]
"Big Combo, The (1955)",[]
Conceiving Ada (1997),[]
Eaten Alive (1976),[]
Raining Stones (1993),['Drama']
To Sir with Love (1967),"['Comedy', 'Drama']"
With Byrd at the South Pole (1930),[]
Boiler Room (2000),['Drama']
Hanging Up (2000),['Drama']
Pitch Black (2000),[]
"Whole Nine Yards, The (2000)",['Comedy']
Beautiful People (1999),['Drama']
Black Tar Heroin: The Dark End of the Street (1999),[]
Blue Collar (1978),[]
Bluebeard (1944),[]
"Circus, The (1928)",['Comedy']
City Lights (1931),[]
"Flamingo Kid, The (1984)",[]
"Dog's Life, A (1920)","['Comedy', 'Drama']"
"Kid, The (1921)",['Comedy']
"Man from Laramie, The (1955)",[]
"McCullochs, The (1975)",['Drama']
Class Reunion (1982),['Comedy']
"Big Trees, The (1952)",[]
Happy Go Lovely (1951),[]
Reindeer Games (2000),[]
Wonder Boys (2000),['Drama']
Deterrence (1998),['Drama']
Judy Berlin (1999),['Drama']
Mifune (Mifunes sidste sang) (1999),[]
"Waiting Game, The (2000)",['Comedy']
3 Strikes (2000),[]
Chain of Fools (2000),['Comedy']
Drowning Mona (2000),[]
"Next Best Thing, The (2000)",[]
What Planet Are You From? (2000),[]
Beyond the Mat (2000),['Drama']
Ghost Dog: The Way of the Samurai (1999),[]
"Year My Voice Broke, The (1987)",['Comedy']
Splendor in the Grass (1961),[]
My Tutor (1983),[]
"Legend of Lobo, The (1962)",[]
"Killing of Sister George, The (1968)",['Drama']
Key Largo (1948),[]
Jail Bait (1954),[]
It Happened Here (1961),['Drama']
I'll Never Forget What's 'is Name (1967),['Drama']
For All Mankind (1989),['Drama']
Cross of Iron (1977),[]
Bride of the Monster (1956),['Horror']
Born Yesterday (1950),[]
Birdy (1984),[]
And God Created Woman (1988),['Drama']
Blood Feast (1963),['Horror']
"Charlie, the Lonesome Cougar (1967)",[]
Color Me Blood Red (1965),['Drama']
Never Cry Wolf (1983),['Drama']
"Night Visitor, The (1970)",[]
"Perils of Pauline, The (1947)",[]
"Raisin in the Sun, A (1961)",['Drama']
Two Thousand Maniacs! (1964),[]
Brown's Requiem (1998),['Drama']
"Closer You Get, The (2000)",['Comedy']
Mission to Mars (2000),[]
"Ninth Gate, The (2000)",[]
Condo Painting (2000),[]
East-West (Est-ouest) (1999),['Drama']
Defending Your Life (1991),['Drama']
Breaking Away (1979),['Drama']
Hoosiers (1986),[]
Bull Durham (1988),[]
Dog Day Afternoon (1975),['Comedy']
American Graffiti (1973),[]
"Asphalt Jungle, The (1950)",[]
"Searchers, The (1956)",[]
Where Eagles Dare (1969),['Comedy']
"Devil's Brigade, The (1968)",[]
"Big Country, The (1958)",['Drama']
Any Number Can Win (Mélodie en sous-sol ) (1963),['Drama']
Betrayed (1988),[]
Bound for Glory (1976),['Drama']
"Bridge at Remagen, The (1969)",['Drama']
Buck and the Preacher (1972),[]
Daughters of the Dust (1992),[]
Destination Moon (1950),[]
"Fantastic Night, The (La Nuit Fantastique) (1949)",[]
Hangmen Also Die (1943),[]
"Ogre, The (Der Unhold) (1996)",['Drama']
On the Beach (1959),[]
Railroaded! (1947),[]
Slaves to the Underground (1997),['Drama']
Song of Freedom (1936),[]
Big Fella (1937),"['Comedy', 'Drama']"
"Taking of Pelham One Two Three, The (1974)",['Drama']
Volunteers (1985),[]
JFK (1991),[]
Who's Harry Crumb? (1989),['Comedy']
Harry and the Hendersons (1987),['Comedy']
Let's Get Harry (1986),[]
Shanghai Surprise (1986),[]
Who's That Girl? (1987),['Comedy']
She-Devil (1989),['Comedy']
Date with an Angel (1987),['Drama']
Blind Date (1987),['Comedy']
Nadine (1987),['Comedy']
"Muppet Movie, The (1979)","[""Children's"", 'Comedy']"
"Great Muppet Caper, The (1981)","[""Children's"", 'Comedy']"
"Muppets Take Manhattan, The (1984)",['Comedy']
Sesame Street Presents Follow That Bird (1985),['Comedy']
We're Back! A Dinosaur's Story (1993),[]
Baby... Secret of the Lost Legend (1985),[]
Turtle Diary (1985),['Drama']
Raise the Titanic (1980),['Drama']
Titanic (1953),['Drama']
"Night to Remember, A (1958)",['Drama']
Captain Horatio Hornblower (1951),[]
"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",['Drama']
Erin Brockovich (2000),[]
Final Destination (2000),[]
Soft Fruit (1999),['Comedy']
Babymother (1998),['Drama']
"Bear, The (1988)",[]
Impact (1949),['Drama']
Love Is a Many-Splendored Thing (1955),['Drama']
"Mirror, The (Zerkalo) (1975)",['Drama']
"Trial, The (Le Procès) (1963)",['Drama']
"Crimson Pirate, The (1952)",[]
Thelma & Louise (1991),[]
Something for Everyone (1970),['Comedy']
...And Justice for All (1979),[]
Animal House (1978),[]
She's Gotta Have It (1986),['Comedy']
School Daze (1988),['Comedy']
Do the Right Thing (1989),['Drama']
Mo' Better Blues (1990),['Comedy']
Jungle Fever (1991),['Comedy']
Coogan's Bluff (1968),[]
"Champ, The (1979)",[]
Creature Comforts (1990),[]
Death Wish (1974),"['Action', 'Drama']"
Death Wish II (1982),"['Action', 'Drama']"
Death Wish 3 (1985),"['Action', 'Drama']"
Death Wish 4: The Crackdown (1987),"['Action', 'Drama']"
Death Wish V: The Face of Death (1994),"['Action', 'Drama']"
Double Indemnity (1944),[]
Dying Young (1991),[]
Cool as Ice (1991),['Drama']
Teenage Mutant Ninja Turtles (1990),"['Action', ""Children's""]"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),"['Action', ""Children's""]"
Teenage Mutant Ninja Turtles III (1993),"['Action', ""Children's""]"
Red Dawn (1984),['Action']
Band of the Hand (1986),[]
Born American (1986),['Drama']
Bloodsport (1988),[]
Eyes of Laura Mars (1978),[]
Funny Bones (1995),['Comedy']
"Good Earth, The (1937)",['Drama']
"Good Morning, Vietnam (1987)",['Drama']
"Good Mother, The (1988)",['Drama']
Grumpy Old Men (1993),['Comedy']
Guess Who's Coming to Dinner (1967),"['Comedy', 'Drama']"
Romeo Must Die (2000),['Drama']
Here on Earth (2000),['Drama']
Whatever It Takes (2000),['Comedy']
Buddy Boy (1999),['Drama']
"Color of Paradise, The (Rang-e Khoda) (1999)",['Drama']
Waking the Dead (1999),[]
Blood and Sand (Sangre y Arena) (1989),[]
Gothic (1986),[]
Hillbillys in a Haunted House (1967),['Comedy']
Lord of the Flies (1963),[]
Modern Times (1936),[]
Last Resort (1994),['Drama']
Solar Crisis (1993),['Drama']
That's Life! (1986),['Comedy']
Heart and Souls (1993),['Drama']
Hud (1963),[]
"Hustler, The (1961)",['Drama']
Inherit the Wind (1960),['Drama']
Dersu Uzala (1974),[]
Close Encounters of the Third Kind (1977),['Drama']
Horror Hotel (a.k.a. The City of the Dead) (1960),['Horror']
Jonah Who Will Be 25 in the Year 2000 (1976),['Comedy']
Retroactive (1997),[]
"Place in the Sun, A (1951)",['Drama']
Jacob's Ladder (1990),[]
Empire Records (1995),['Drama']
"Bamba, La (1987)",['Drama']
Ladyhawke (1985),[]
Lucas (1986),[]
High Fidelity (2000),['Comedy']
Price of Glory (2000),['Drama']
"Road to El Dorado, The (2000)",[]
"Skulls, The (2000)",[]
Autopsy (Macchie Solari) (1975),['Drama']
Devil Girl From Mars (1954),[]
"Dorado, El (1967)",[]
"Hideous Sun Demon, The (1959)",['Drama']
Hook (1991),[]
Horror Express (1972),['Horror']
My Chauffeur (1986),[]
"Son of the Sheik, The (1926)",['Drama']
Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),['Drama']
True Grit (1969),[]
Roadside Prophets (1992),[]
Madame Sousatzka (1988),[]
Max Dugan Returns (1983),[]
Midnight Express (1978),['Drama']
Misery (1990),[]
Mr. Saturday Night (1992),['Comedy']
Murphy's Romance (1985),[]
My Life (1993),['Drama']
Solaris (Solyaris) (1972),[]
Network (1976),[]
No Way Out (1987),[]
North Dallas Forty (1979),['Drama']
"Odd Couple, The (1968)",[]
"Outlaw Josey Wales, The (1976)",[]
Black and White (1999),[]
Frequency (2000),[]
Ready to Rumble (2000),['Comedy']
Return to Me (2000),[]
Rules of Engagement (2000),[]
Joe Gould's Secret (2000),['Drama']
Me Myself I (2000),['Comedy']
"Bell, Book and Candle (1958)",['Comedy']
"Bells, The (1926)",['Drama']
"End of Violence, The (1997)",['Drama']
Force 10 from Navarone (1978),['Action']
How to Stuff a Wild Bikini (1965),[]
Mystery Train (1989),['Comedy']
Sacco and Vanzetti (Sacco e Vanzetti) (1971),['Drama']
Taffin (1988),[]
Arthur (1981),['Comedy']
Bachelor Party (1984),['Comedy']
Parenthood (1989),[]
Predator (1987),['Action']
"Prince of Tides, The (1991)",['Drama']
"Postman Always Rings Twice, The (1981)",[]
Smoking/No Smoking (1993),['Comedy']
All the Vermeers in New York (1990),['Comedy']
Freedom for Us (À nous la liberté ) (1931),[]
"Actor's Revenge, An (Yukinojo Henge) (1963)",[]
28 Days (2000),[]
American Psycho (2000),['Horror']
Keeping the Faith (2000),[]
Where the Money Is (2000),['Comedy']
East is East (1999),['Drama']
"Filth and the Fury, The (2000)",[]
Passion of Mind (1999),['Drama']
Third World Cop (1999),['Action']
Coming Apart (1969),['Drama']
Diner (1982),[]
Shakes the Clown (1991),[]
Cabaret (1972),[]
What Ever Happened to Baby Jane? (1962),['Drama']
Prick Up Your Ears (1987),[]
Auntie Mame (1958),[]
Guys and Dolls (1955),['Drama']
"Hunger, The (1983)",[]
Marathon Man (1976),[]
Caddyshack (1980),['Drama']
Gossip (2000),[]
Love and Basketball (2000),['Drama']
U-571 (2000),[]
"Virgin Suicides, The (1999)",['Comedy']
Jennifer 8 (1992),[]
"Law, The (Le Legge) (1958)",['Drama']
Limelight (1952),[]
Phantom Love (Ai No Borei) (1978),['Drama']
Stacy's Knights (1982),[]
Committed (2000),[]
"Crow: Salvation, The (2000)",['Action']
"Flintstones in Viva Rock Vegas, The (2000)",['Comedy']
Where the Heart Is (2000),"['Comedy', 'Drama']"
"Big Kahuna, The (2000)",['Comedy']
Bossa Nova (1999),[]
Smiling Fish and Goat on Fire (1999),['Drama']
"Idiots, The (Idioterne) (1998)",['Drama']
"Last September, The (1999)",['Drama']
Time Code (2000),['Drama']
Carnosaur (1993),['Horror']
Carnosaur 2 (1995),['Horror']
Carnosaur 3: Primal Species (1996),"['Horror', 'Sci-Fi']"
Defying Gravity (1997),[]
"Hidden, The (1987)",[]
Two Moon Juction (1988),['Drama']
Gladiator (2000),[]
I Dreamed of Africa (2000),['Drama']
Up at the Villa (2000),['Drama']
Human Traffic (1999),['Drama']
"Jails, Hospitals & Hip-Hop (2000)",[]
Black Tights (Les Collants Noirs) (1960),['Drama']
Breathless (1983),[]
"Great Locomotive Chase, The (1956)",[]
"Idolmaker, The (1980)",[]
Inferno (1980),[]
"King of Marvin Gardens, The (1972)",['Drama']
"Kill, Baby... Kill! (Operazione Paura) (1966)",[]
"Lords of Flatbush, The (1974)",[]
Mr. Mom (1983),['Comedy']
Time Masters (Les Maîtres du Temps) (1982),[]
Battlefield Earth (2000),['Drama']
Center Stage (2000),['Drama']
Held Up (2000),['Comedy']
Screwed (2000),[]
Whipped (2000),[]
Hamlet (2000),['Drama']
Anchors Aweigh (1945),[]
Blue Hawaii (1961),['Drama']
"Castaway Cowboy, The (1974)",[]
G. I. Blues (1960),[]
"Gay Deceivers, The (1969)",[]
Gypsy (1962),[]
King Creole (1958),['Drama']
On the Town (1949),['Drama']
One Little Indian (1973),['Comedy']
Pee-wee's Big Adventure (1985),['Comedy']
Regret to Inform (1998),['Drama']
Roustabout (1964),[]
Saludos Amigos (1943),[]
"Slipper and the Rose, The (1976)",[]
Things Change (1988),['Drama']
Honeymoon in Vegas (1992),['Comedy']
Dinosaur (2000),[]
Loser (2000),[]
Road Trip (2000),['Comedy']
Small Time Crooks (2000),[]
"Hollywood Knights, The (1980)",['Comedy']
"Myth of Fingerprints, The (1997)",['Drama']
Possession (1981),[]
"Twelve Chairs, The (1970)",[]
Mission: Impossible 2 (2000),['Action']
Shanghai Noon (2000),['Action']
Better Living Through Circuitry (1999),['Comedy']
8 1/2 Women (1999),"['Comedy', 'Drama']"
Carnival of Souls (1962),['Drama']
Flying Tigers (1942),[]
"Gold Rush, The (1925)",['Comedy']
"House of Exorcism, The (La Casa dell'esorcismo) (1974)",[]
It's in the Water (1998),['Comedy']
Monsieur Verdoux (1947),[]
On Her Majesty's Secret Service (1969),['Drama']
Seven Days in May (1964),[]
"Spy Who Loved Me, The (1977)",['Comedy']
Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),['Drama']
Vagabond (Sans toit ni loi) (1985),[]
Moonraker (1979),[]
"Man with the Golden Gun, The (1974)",[]
"King in New York, A (1957)",['Comedy']
"Woman of Paris, A (1923)",['Drama']
In Old California (1942),['Comedy']
"Fighting Seabees, The (1944)",[]
Dark Command (1940),[]
Cleo From 5 to 7 (Cléo de 5 à 7) (1962),['Drama']
Big Momma's House (2000),['Comedy']
Running Free (2000),[]
"Abominable Snowman, The (1957)",[]
American Gigolo (1980),['Drama']
Anguish (Angustia) (1986),[]
"Blood Spattered Bride, The (La Novia Ensangrentada) (1972)",['Horror']
City of the Living Dead (Paura nella città dei morti viventi) (1980),['Horror']
"Endless Summer, The (1966)",[]
"Guns of Navarone, The (1961)","['Action', 'Drama']"
Blow-Out (La Grande Bouffe) (1973),['Drama']
Lured (1947),[]
Pandora and the Flying Dutchman (1951),[]
Quatermass and the Pit (1967),[]
Quatermass II (1957),[]
Puppet Master (1989),"['Horror', 'Sci-Fi', 'Thriller']"
Puppet Master II (1990),"['Horror', 'Sci-Fi', 'Thriller']"
Puppet Master III: Toulon's Revenge (1991),"['Horror', 'Sci-Fi']"
Puppet Master 4 (1993),"['Horror', 'Sci-Fi', 'Thriller']"
Puppet Master 5: The Final Chapter (1994),"['Horror', 'Sci-Fi']"
Curse of the Puppet Master (1998),"['Horror', 'Sci-Fi', 'Thriller']"
Retro Puppetmaster (1999),[]
Rent-A-Cop (1988),['Action']
Romeo and Juliet (1968),['Drama']
Stay Tuned (1992),[]
"Story of G.I. Joe, The (1945)",['Drama']
Blazing Saddles (1974),[]
Benji (1974),[]
Benji the Hunted (1987),[]
For the Love of Benji (1977),[]
White Christmas (1954),['Drama']
Eraserhead (1977),[]
Baraka (1992),[]
"Man with the Golden Arm, The (1955)",['Drama']
"Decline of Western Civilization, The (1981)",[]
"Decline of Western Civilization Part II: The Metal Years, The (1988)",[]
For a Few Dollars More (1965),[]
Magnum Force (1973),[]
Blood Simple (1984),['Drama']
"Fabulous Baker Boys, The (1989)",['Drama']
Prizzi's Honor (1985),['Drama']
Flatliners (1990),[]
Light Years (1988),['Drama']
Porky's (1981),['Comedy']
Porky's II: The Next Day (1983),['Comedy']
Porky's Revenge (1985),['Comedy']
Private School (1983),['Comedy']
Class of Nuke 'Em High (1986),['Comedy']
"Toxic Avenger, The (1985)","['Comedy', 'Horror']"
"Toxic Avenger, Part II, The (1989)","['Comedy', 'Horror']"
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)","['Comedy', 'Horror']"
Night of the Creeps (1986),[]
Predator 2 (1990),"['Action', 'Sci-Fi']"
"Running Man, The (1987)",[]
Starman (1984),[]
"Brother from Another Planet, The (1984)",[]
Alien Nation (1988),['Sci-Fi']
Mad Max (1979),['Action']
Mad Max 2 (a.k.a. The Road Warrior) (1981),['Action']
Mad Max Beyond Thunderdome (1985),[]
Bird on a Wire (1990),[]
Angel Heart (1987),['Drama']
Nine 1/2 Weeks (1986),[]
Firestarter (1984),[]
Sleepwalkers (1992),[]
Action Jackson (1988),['Action']
Sarafina! (1992),[]
Soapdish (1991),[]
"Long Walk Home, The (1990)",['Drama']
Clara's Heart (1988),['Drama']
Burglar (1987),['Comedy']
Fatal Beauty (1987),[]
Gone in 60 Seconds (2000),[]
American Pimp (1999),['Drama']
Love's Labour's Lost (2000),[]
Sunshine (1999),[]
Trixie (1999),[]
Live Virgin (1999),['Comedy']
Hamlet (1990),['Drama']
Coming Home (1978),['Drama']
American Pop (1981),[]
Assault on Precinct 13 (1976),['Drama']
Near Dark (1987),[]
One False Move (1991),['Drama']
Shaft (1971),['Action']
"Conversation, The (1974)",[]
Cutter's Way (1981),[]
"Fury, The (1978)",[]
"Paper Chase, The (1973)",['Drama']
Prince of the City (1981),['Drama']
Serpico (1973),[]
"Big Carnival, The (1951)",[]
Lonely Are the Brave (1962),['Drama']
"Sugarland Express, The (1974)",['Drama']
Trouble in Paradise (1932),['Drama']
Big Trouble in Little China (1986),['Comedy']
Badlands (1973),[]
"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",['Drama']
Boys and Girls (2000),['Drama']
Shaft (2000),['Action']
Titan A.E. (2000),[]
Butterfly (La Lengua de las Mariposas) (2000),['Drama']
Jesus' Son (1999),[]
"Match, The (1999)",[]
Time Regained (Le Temps Retrouvé) (1999),['Drama']
Boricua's Bond (2000),[]
Chicken Run (2000),['Comedy']
"Me, Myself and Irene (2000)",['Comedy']
"Patriot, The (2000)",[]
"Adventures of Rocky and Bullwinkle, The (2000)",[]
"Perfect Storm, The (2000)",[]
"Golden Bowl, The (2000)",[]
Asylum (1972),[]
Communion (1989),[]
Fun and Fancy Free (1947),[]
"Kentucky Fried Movie, The (1977)","[""Children's""]"
"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",['Drama']
Daughter of Dr. Jeckyll (1957),[]
F/X (1986),[]
F/X 2 (1992),[]
"Hot Spot, The (1990)",[]
Missing in Action (1984),['Action']
Missing in Action 2: The Beginning (1985),['Action']
Braddock: Missing in Action III (1988),['Action']
Thunderbolt and Lightfoot (1974),[]
Dreamscape (1984),[]
"Golden Voyage of Sinbad, The (1974)","['Action', 'Adventure']"
Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),[]
House Party (1990),['Comedy']
House Party 2 (1991),['Comedy']
Make Mine Music (1946),[]
Melody Time (1948),[]
Nekromantik (1987),['Comedy']
On Our Merry Way (1948),['Drama']
Project Moon Base (1953),[]
Rocketship X-M (1950),[]
Shaft in Africa (1973),['Action']
Shaft's Big Score! (1972),['Action']
Croupier (1998),['Drama']
"Kid, The (2000)",['Comedy']
Scary Movie (2000),"[""Children's"", 'Comedy']"
But I'm a Cheerleader (1999),['Comedy']
Shower (Xizhao) (1999),[]
Blowup (1966),['Drama']
"Pawnbroker, The (1965)",[]
Groove (2000),[]
Footloose (1984),[]
Duel in the Sun (1946),['Drama']
X-Men (2000),[]
Chuck & Buck (2000),[]
"Five Senses, The (1999)",['Drama']
"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",[]
"In Crowd, The (2000)",['Comedy']
What Lies Beneath (2000),[]
Pokémon the Movie 2000 (2000),"[""Children's""]"
Criminal Lovers (Les Amants Criminels) (1999),"['Drama', 'Romance']"
Anatomy of a Murder (1959),[]
Freejack (1992),[]
Greaser's Palace (1972),['Drama']
H.O.T.S. (1979),[]
Knightriders (1981),[]
MacKenna's Gold (1969),[]
Sinbad and the Eye of the Tiger (1977),[]
Two Women (La Ciociara) (1961),['Drama']
What About Bob? (1991),['Comedy']
White Sands (1992),['Drama']
Breaker Morant (1980),['Drama']
Everything You Always Wanted to Know About Sex (1972),['Comedy']
Interiors (1978),[]
Love and Death (1975),['Drama']
"Official Story, The (La Historia Oficial) (1985)",['Drama']
"Other Side of Sunday, The (Søndagsengler) (1996)",['Drama']
Pot O' Gold (1941),[]
Tampopo (1986),[]
Thomas and the Magic Railroad (2000),['Drama']
Nutty Professor II: The Klumps (2000),['Comedy']
"Girl on the Bridge, The (La Fille sur le Pont) (1999)",['Drama']
Wonderland (1999),['Drama']
Autumn in New York (2000),['Drama']
Coyote Ugly (2000),[]
Hollow Man (2000),[]
Space Cowboys (2000),['Comedy']
Better Living (1998),['Comedy']
