title,recommended_genres,true_genres
Even Cowgirls Get the Blues (1993),['Comedy'],"['Comedy', 'Romance']"
Fatal Instinct (1993),['Thriller'],['Comedy']
Farewell My Concubine (1993),['Romance'],"['Drama', 'Romance']"
"Favor, The (1994)",[],"['Comedy', 'Romance']"
Fearless (1993),['Drama'],['Drama']
Fear of a Black Hat (1993),['Thriller'],['Comedy']
With Honors (1994),['Comedy'],"['Comedy', 'Drama']"
Flesh and Bone (1993),"['Drama', 'Mystery', 'Romance']","['Drama', 'Mystery', 'Romance']"
Widows' Peak (1994),[],['Drama']
For Love or Money (1993),['Comedy'],['Comedy']
"Firm, The (1993)",['Drama'],"['Drama', 'Thriller']"
Free Willy (1993),"['Adventure', ""Children's"", 'Drama']","['Adventure', ""Children's"", 'Drama']"
Fresh (1994),[],['Drama']
"Fugitive, The (1993)",['Drama'],"['Action', 'Thriller']"
Geronimo: An American Legend (1993),"['Comedy', 'Romance']","['Drama', 'Western']"
"Getaway, The (1994)",[],['Action']
Getting Even with Dad (1994),['Comedy'],['Comedy']
Go Fish (1994),['Drama'],"['Drama', 'Romance']"
"Good Man in Africa, A (1994)",['Drama'],"['Action', 'Adventure']"
Guilty as Sin (1993),"['Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']"
Hard Target (1993),['Action'],"['Action', 'Adventure', 'Crime', 'Thriller']"
Heaven & Earth (1993),"['Action', 'Drama']","['Action', 'Drama', 'War']"
Hot Shots! Part Deux (1993),"['Action', 'Comedy', 'War']","['Action', 'Comedy', 'War']"
Live Nude Girls (1995),[],['Comedy']
"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","['Comedy', 'Romance']","['Comedy', 'Romance']"
"House of the Spirits, The (1993)",['Comedy'],"['Drama', 'Romance']"
House Party 3 (1994),['Comedy'],['Comedy']
"Hudsucker Proxy, The (1994)",[],"['Comedy', 'Romance']"
I'll Do Anything (1994),"['Comedy', 'Drama']","['Comedy', 'Drama']"
In the Army Now (1994),"['Comedy', 'War']","['Comedy', 'War']"
In the Line of Fire (1993),[],"['Action', 'Thriller']"
In the Name of the Father (1993),['Drama'],['Drama']
"Inkwell, The (1994)",[],"['Comedy', 'Drama']"
What's Love Got to Do with It? (1993),"['Comedy', 'Drama']",['Drama']
Jimmy Hollywood (1994),['Comedy'],['Comedy']
Judgment Night (1993),[],['Action']
Jurassic Park (1993),[],"['Action', 'Adventure', 'Sci-Fi']"
Kalifornia (1993),['Drama'],"['Drama', 'Thriller']"
Killing Zoe (1994),[],['Thriller']
King of the Hill (1993),[],['Drama']
Lassie (1994),[],"['Adventure', ""Children's""]"
Last Action Hero (1993),"['Action', 'Comedy']","['Action', 'Comedy']"
Life with Mikey (1993),['Drama'],['Comedy']
Lightning Jack (1994),['Comedy'],"['Comedy', 'Western']"
M. Butterfly (1993),['Drama'],['Drama']
Made in America (1993),['Comedy'],['Comedy']
Malice (1993),['Drama'],['Thriller']
"Man Without a Face, The (1993)",['Drama'],['Drama']
Manhattan Murder Mystery (1993),"['Comedy', 'Mystery']","['Comedy', 'Mystery']"
Menace II Society (1993),[],"['Action', 'Crime', 'Drama']"
Executive Decision (1996),"['Action', 'Thriller']","['Action', 'Thriller']"
In the Realm of the Senses (Ai no corrida) (1976),['Drama'],['Drama']
What Happened Was... (1994),"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
Much Ado About Nothing (1993),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Mr. Jones (1993),['Romance'],"['Drama', 'Romance']"
Mr. Wonderful (1993),['Drama'],"['Comedy', 'Romance']"
Mrs. Doubtfire (1993),"['Comedy', 'Romance']",['Comedy']
Naked (1993),"['Comedy', 'Drama']",['Drama']
"Next Karate Kid, The (1994)","[""Children's"", 'Drama']","['Action', ""Children's""]"
"New Age, The (1994)",[],['Drama']
No Escape (1994),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
North (1994),"['Comedy', 'Drama', 'Romance']",['Comedy']
Orlando (1993),['Drama'],['Drama']
"Perfect World, A (1993)",['Action'],"['Action', 'Drama']"
Philadelphia (1993),['Drama'],['Drama']
"Piano, The (1993)",['Drama'],"['Drama', 'Romance']"
Poetic Justice (1993),['Drama'],['Drama']
"Program, The (1993)",['Drama'],"['Action', 'Drama']"
Robert A. Heinlein's The Puppet Masters (1994),"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']"
Radioland Murders (1994),[],"['Comedy', 'Mystery', 'Romance']"
"Ref, The (1994)",[],['Comedy']
"Remains of the Day, The (1993)",[],['Drama']
Renaissance Man (1994),['Comedy'],"['Comedy', 'Drama', 'War']"
Rising Sun (1993),['Drama'],"['Action', 'Drama', 'Mystery']"
"Road to Wellville, The (1994)",['Comedy'],['Comedy']
Robocop 3 (1993),[],"['Sci-Fi', 'Thriller']"
Robin Hood: Men in Tights (1993),['Comedy'],['Comedy']
Romeo Is Bleeding (1993),"['Romance', 'Thriller']","['Crime', 'Thriller']"
Romper Stomper (1992),[],"['Action', 'Drama']"
Ruby in Paradise (1993),['Drama'],['Drama']
Rudy (1993),['Drama'],['Drama']
"Saint of Fort Washington, The (1993)",['Drama'],['Drama']
"Savage Nights (Nuits fauves, Les) (1992)",['Drama'],['Drama']
Schindler's List (1993),['Drama'],"['Drama', 'War']"
"Scout, The (1994)",[],['Drama']
Searching for Bobby Fischer (1993),[],['Drama']
Second Best (1994),['Comedy'],['Drama']
"Secret Garden, The (1993)","[""Children's"", 'Drama']","[""Children's"", 'Drama']"
Serial Mom (1994),"['Comedy', 'Crime']","['Comedy', 'Crime', 'Horror']"
"Shadow, The (1994)",['Thriller'],['Action']
Shadowlands (1993),['Drama'],"['Drama', 'Romance']"
Short Cuts (1993),['Drama'],['Drama']
"Simple Twist of Fate, A (1994)",['Drama'],['Drama']
Sirens (1994),[],"['Comedy', 'Drama']"
Six Degrees of Separation (1993),['Drama'],['Drama']
Sleepless in Seattle (1993),['Comedy'],"['Comedy', 'Romance']"
Sliver (1993),['Drama'],['Thriller']
Blade Runner (1982),['Sci-Fi'],"['Film-Noir', 'Sci-Fi']"
Son in Law (1993),['Comedy'],['Comedy']
So I Married an Axe Murderer (1993),"['Comedy', 'Romance']","['Comedy', 'Romance', 'Thriller']"
Striking Distance (1993),['Drama'],['Action']
Harlem (1993),['Drama'],['Drama']
Super Mario Bros. (1993),['Drama'],"['Action', 'Adventure', ""Children's"", 'Sci-Fi']"
Surviving the Game (1994),['Thriller'],"['Action', 'Adventure', 'Thriller']"
Terminal Velocity (1994),[],['Action']
Thirty-Two Short Films About Glenn Gould (1993),['Drama'],['Documentary']
Threesome (1994),[],"['Comedy', 'Romance']"
"Nightmare Before Christmas, The (1993)","[""Children's"", 'Comedy', 'Musical']","[""Children's"", 'Comedy', 'Musical']"
"Three Musketeers, The (1993)",['Comedy'],"['Action', 'Adventure', 'Comedy']"
Tombstone (1993),['Drama'],['Western']
Trial by Jury (1994),['Thriller'],['Thriller']
True Romance (1993),"['Action', 'Romance']","['Action', 'Crime', 'Romance']"
"War Room, The (1993)",['Drama'],['Documentary']
Mamma Roma (1962),['Drama'],['Drama']
"Pagemaster, The (1994)",[],"['Action', 'Adventure', 'Animation', ""Children's"", 'Fantasy']"
"Paris, France (1993)",['Comedy'],['Comedy']
"Beans of Egypt, Maine, The (1994)",['Drama'],['Drama']
Killer (Bulletproof Heart) (1994),['Thriller'],['Thriller']
Welcome to the Dollhouse (1995),"['Comedy', 'Drama']","['Comedy', 'Drama']"
Germinal (1993),['Drama'],['Drama']
Chasers (1994),[],['Comedy']
Cronos (1992),[],['Horror']
Naked in New York (1994),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Kika (1993),['Drama'],['Drama']
Bhaji on the Beach (1993),['Comedy'],"['Comedy', 'Drama']"
Little Big League (1994),"[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
"Slingshot, The (Kådisbellan ) (1993)",['Drama'],"['Comedy', 'Drama']"
"Wedding Gift, The (1994)",['Comedy'],['Drama']
Foreign Student (1994),[],['Drama']
"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",['Drama'],['Drama']
Spanking the Monkey (1994),[],"['Comedy', 'Drama']"
"Little Rascals, The (1994)","[""Children's"", 'Comedy', 'Drama']","[""Children's"", 'Comedy']"
Fausto (1993),['Drama'],['Comedy']
Andre (1994),[],"['Adventure', ""Children's""]"
"Hour of the Pig, The (1993)","['Drama', 'Mystery']","['Drama', 'Mystery']"
"Scorta, La (1993)",['Drama'],['Thriller']
Princess Caraboo (1994),"[""Children's""]",['Drama']
"Celluloid Closet, The (1995)",['Drama'],['Documentary']
Metisse (Café au Lait) (1993),['Drama'],['Comedy']
Dear Diary (Caro Diario) (1994),"['Comedy', 'Drama']","['Comedy', 'Drama']"
I Don't Want to Talk About It (De eso no se habla) (1993),['Drama'],['Drama']
"Brady Bunch Movie, The (1995)","['Animation', ""Children's""]",['Comedy']
Home Alone (1990),"[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
Ghost (1990),[],"['Comedy', 'Romance', 'Thriller']"
Aladdin (1992),[],"['Animation', ""Children's"", 'Comedy', 'Musical']"
Terminator 2: Judgment Day (1991),['Comedy'],"['Action', 'Sci-Fi', 'Thriller']"
Dances with Wolves (1990),[],"['Adventure', 'Drama', 'Western']"
Tough and Deadly (1995),['Drama'],"['Action', 'Drama', 'Thriller']"
Batman (1989),"['Action', 'Adventure', 'Comedy', 'Crime']","['Action', 'Adventure', 'Crime', 'Drama']"
"Silence of the Lambs, The (1991)","['Drama', 'Thriller']","['Drama', 'Thriller']"
Snow White and the Seven Dwarfs (1937),"['Animation', ""Children's"", 'Drama', 'Musical']","['Animation', ""Children's"", 'Musical']"
Beauty and the Beast (1991),"[""Children's"", 'Comedy']","['Animation', ""Children's"", 'Musical']"
Pinocchio (1940),['Adventure'],"['Animation', ""Children's""]"
Pretty Woman (1990),"['Comedy', 'Drama', 'Romance']","['Comedy', 'Romance']"
Window to Paris (1994),['Comedy'],['Comedy']
"Wild Bunch, The (1969)",['Western'],['Western']
Love and a .45 (1994),"['Comedy', 'Romance']",['Thriller']
"Wooden Man's Bride, The (Wu Kui) (1994)",[],['Drama']
"Great Day in Harlem, A (1994)",[],['Documentary']
"Bye Bye, Love (1995)",['Comedy'],['Comedy']
Criminals (1996),[],['Documentary']
One Fine Day (1996),['Drama'],"['Drama', 'Romance']"
Candyman: Farewell to the Flesh (1995),['Horror'],['Horror']
Century (1993),[],['Drama']
Fargo (1996),[],"['Crime', 'Drama', 'Thriller']"
Homeward Bound II: Lost in San Francisco (1996),['Adventure'],"['Adventure', ""Children's""]"
Heavy Metal (1981),"['Action', 'Adventure', 'Horror', 'Sci-Fi']","['Action', 'Adventure', 'Animation', 'Horror', 'Sci-Fi']"
Hellraiser: Bloodline (1996),"['Action', 'Horror', 'Sci-Fi']","['Action', 'Horror', 'Sci-Fi']"
"Pallbearer, The (1996)",[],['Comedy']
Jane Eyre (1996),"['Action', 'Drama', 'War']","['Drama', 'Romance']"
Loaded (1994),[],"['Drama', 'Thriller']"
Bread and Chocolate (Pane e cioccolata) (1973),['Drama'],['Drama']
"Aristocats, The (1970)",[],"['Animation', ""Children's""]"
"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",['Drama'],['Drama']
Two Much (1996),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Ed (1996),['Comedy'],['Comedy']
Scream of Stone (Schrei aus Stein) (1991),[],['Drama']
My Favorite Season (1993),['Comedy'],['Drama']
"Modern Affair, A (1995)","['Drama', 'Romance']",['Romance']
Condition Red (1995),['Action'],"['Action', 'Drama', 'Thriller']"
Asfour Stah (1990),[],['Drama']
"Thin Line Between Love and Hate, A (1996)",['Comedy'],['Comedy']
"Last Supper, The (1995)",['Drama'],"['Drama', 'Thriller']"
Primal Fear (1996),['Thriller'],"['Drama', 'Thriller']"
Rude (1995),['Drama'],['Drama']
Carried Away (1996),['Drama'],"['Drama', 'Romance']"
All Dogs Go to Heaven 2 (1996),"['Animation', ""Children's""]","['Animation', ""Children's"", 'Musical']"
Land and Freedom (Tierra y libertad) (1995),['War'],['War']
Denise Calls Up (1995),[],['Comedy']
Theodore Rex (1995),['Drama'],['Comedy']
"Family Thing, A (1996)",['Comedy'],"['Comedy', 'Drama']"
Frisk (1995),['Drama'],['Drama']
Sgt. Bilko (1996),[],['Comedy']
Jack and Sarah (1995),"['Comedy', 'Romance']",['Romance']
Girl 6 (1996),['Comedy'],['Comedy']
Diabolique (1996),[],"['Drama', 'Thriller']"
"Little Indian, Big City (Un indien dans la ville) (1994)",['Comedy'],['Comedy']
Roula (1995),['Drama'],['Drama']
Peanuts - Die Bank zahlt alles (1996),['Comedy'],['Comedy']
Happy Weekend (1996),['Comedy'],['Comedy']
Nelly & Monsieur Arnaud (1995),['Drama'],['Drama']
Courage Under Fire (1996),['Drama'],"['Drama', 'War']"
Mission: Impossible (1996),"['Action', 'Thriller']","['Action', 'Adventure', 'Mystery']"
Cold Fever (Á köldum klaka) (1994),"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama']"
Moll Flanders (1996),[],['Drama']
"Superweib, Das (1996)",[],['Comedy']
"301, 302 (1995)",['Drama'],['Mystery']
Dragonheart (1996),[],"['Action', 'Adventure', 'Fantasy']"
Und keiner weint mir nach (1996),[],"['Drama', 'Romance']"
Mutters Courage (1995),['Comedy'],['Comedy']
Eddie (1996),[],['Comedy']
Yankee Zulu (1994),[],"['Comedy', 'Drama']"
Billy's Holiday (1995),"['Comedy', 'Drama', 'Romance']",['Drama']
Purple Noon (1960),['Drama'],"['Crime', 'Thriller']"
August (1996),['Drama'],['Drama']
James and the Giant Peach (1996),"['Animation', ""Children's"", 'Musical']","['Animation', ""Children's"", 'Musical']"
Fear (1996),['Thriller'],['Thriller']
Kids in the Hall: Brain Candy (1996),['Comedy'],['Comedy']
Faithful (1996),[],['Comedy']
Underground (1995),['Drama'],['War']
All Things Fair (1996),['Drama'],['Drama']
Bloodsport 2 (1995),['Drama'],['Action']
Pather Panchali (1955),['Drama'],['Drama']
Aparajito (1956),[],['Drama']
"World of Apu, The (Apur Sansar) (1959)",[],['Drama']
Mystery Science Theater 3000: The Movie (1996),['Comedy'],"['Comedy', 'Sci-Fi']"
Tarantella (1995),['Drama'],['Drama']
Space Jam (1996),['Comedy'],"['Adventure', 'Animation', ""Children's"", 'Comedy', 'Fantasy']"
Barbarella (1968),[],"['Adventure', 'Sci-Fi']"
Hostile Intentions (1994),['Drama'],"['Action', 'Drama', 'Thriller']"
They Bite (1996),['Drama'],['Drama']
Some Folks Call It a Sling Blade (1993),['Drama'],"['Drama', 'Thriller']"
"Run of the Country, The (1995)",['Drama'],['Drama']
Alphaville (1965),[],['Sci-Fi']
Clean Slate (Coup de Torchon) (1981),['Comedy'],['Crime']
Tigrero: A Film That Was Never Made (1994),"['Documentary', 'Drama']","['Documentary', 'Drama']"
"Eye of Vichy, The (Oeil de Vichy, L') (1993)",[],['Documentary']
Windows (1980),['Drama'],['Drama']
It's My Party (1995),['Comedy'],['Drama']
Country Life (1994),['Drama'],"['Drama', 'Romance']"
Operation Dumbo Drop (1995),['Comedy'],"['Action', 'Adventure', 'Comedy', 'War']"
"Promise, The (Versprechen, Das) (1994)",[],['Romance']
Mrs. Winterbourne (1996),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Solo (1996),[],"['Action', 'Sci-Fi', 'Thriller']"
Under the Domin Tree (Etz Hadomim Tafus) (1994),['Drama'],['Drama']
"Substitute, The (1996)",[],['Action']
True Crime (1995),"['Mystery', 'Thriller']","['Mystery', 'Thriller']"
Butterfly Kiss (1995),['Thriller'],['Thriller']
Feeling Minnesota (1996),[],"['Drama', 'Romance']"
Delta of Venus (1994),['Drama'],['Drama']
To Cross the Rubicon (1991),['Drama'],['Drama']
Angus (1995),['Drama'],['Comedy']
Daens (1992),[],['Drama']
Faces (1968),['Drama'],['Drama']
Boys (1996),['Drama'],['Drama']
"Quest, The (1996)","['Adventure', ""Children's""]","['Action', 'Adventure']"
Cosi (1996),[],['Comedy']
Sunset Park (1996),[],['Drama']
Mulholland Falls (1996),"['Crime', 'Thriller']","['Crime', 'Film-Noir', 'Thriller']"
"Truth About Cats & Dogs, The (1996)",['Drama'],"['Comedy', 'Romance']"
Oliver & Company (1988),"[""Children's""]","['Animation', ""Children's""]"
Celtic Pride (1996),[],['Comedy']
Flipper (1996),[],"['Adventure', ""Children's""]"
Captives (1994),[],['Drama']
Of Love and Shadows (1994),['Drama'],['Drama']
Dead Man (1995),[],['Western']
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",['Drama'],['Drama']
Switchblade Sisters (1975),['Drama'],['Crime']
Mouth to Mouth (Boca a boca) (1995),['Comedy'],['Comedy']
"Visitors, The (Les Visiteurs) (1993)",['Drama'],"['Comedy', 'Sci-Fi']"
Multiplicity (1996),[],['Comedy']
Wallace & Gromit: The Best of Aardman Animation (1996),['Drama'],['Animation']
Halfmoon (Paul Bowles - Halbmond) (1995),['Drama'],['Drama']
"Haunted World of Edward D. Wood Jr., The (1995)",['Drama'],['Documentary']
Two Friends (1986),"['Comedy', 'Drama']",['Drama']
"Craft, The (1996)",[],"['Drama', 'Horror']"
"Great White Hype, The (1996)",[],['Comedy']
Last Dance (1996),"['Drama', 'Romance']",['Drama']
War Stories (1995),[],['Documentary']
Cold Comfort Farm (1995),['Comedy'],['Comedy']
"Institute Benjamenta, or This Dream People Call Human Life (1995)",['Drama'],['Drama']
"Low Life, The (1994)",[],['Drama']
Heaven's Prisoners (1996),['Thriller'],"['Mystery', 'Thriller']"
Original Gangstas (1996),[],['Crime']
"Rock, The (1996)",['Comedy'],"['Action', 'Adventure', 'Thriller']"
Getting Away With Murder (1996),[],['Comedy']
Cemetery Man (Dellamorte Dellamore) (1994),['Comedy'],"['Comedy', 'Horror']"
Twister (1996),[],"['Action', 'Adventure', 'Romance', 'Thriller']"
Barb Wire (1996),[],"['Action', 'Sci-Fi']"
"Garcu, Le (1995)",['Drama'],['Drama']
Honigmond (1996),[],['Comedy']
Ghost in the Shell (Kokaku kidotai) (1995),['Comedy'],"['Animation', 'Sci-Fi']"
Thinner (1996),[],"['Horror', 'Thriller']"
Spy Hard (1996),['Comedy'],['Comedy']
Brothers in Trouble (1995),"['Action', 'Comedy']",['Drama']
"Close Shave, A (1995)","['Comedy', 'Thriller']","['Animation', 'Comedy', 'Thriller']"
Force of Evil (1948),['Thriller'],['Film-Noir']
"Stupids, The (1996)",[],['Comedy']
"Arrival, The (1996)",[],"['Action', 'Sci-Fi', 'Thriller']"
"Man from Down Under, The (1943)",['Drama'],['Drama']
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),['Comedy'],"['Sci-Fi', 'War']"
Careful (1992),[],['Comedy']
Vermont Is For Lovers (1992),"['Comedy', 'Romance']","['Comedy', 'Romance']"
"Month by the Lake, A (1995)","['Drama', 'Thriller']","['Comedy', 'Drama']"
Gold Diggers: The Secret of Bear Mountain (1995),[],"['Adventure', ""Children's""]"
Kim (1950),[],"[""Children's"", 'Drama']"
Carmen Miranda: Bananas Is My Business (1994),"['Comedy', 'Drama']",['Documentary']
Ashes of Time (1994),['Drama'],['Drama']
"Jar, The (Khomreh) (1992)",[],['Drama']
Maya Lin: A Strong Clear Vision (1994),[],['Documentary']
Stalingrad (1993),['Drama'],['War']
"Phantom, The (1996)","['Adventure', 'Drama']",['Adventure']
Striptease (1996),[],"['Comedy', 'Crime']"
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",['Drama'],['Drama']
Heavy (1995),['Drama'],"['Drama', 'Romance']"
Jack (1996),['Comedy'],"['Comedy', 'Drama']"
I Shot Andy Warhol (1996),['Drama'],['Drama']
"Grass Harp, The (1995)",['Drama'],['Drama']
Someone Else's America (1995),['Drama'],['Drama']
Marlene Dietrich: Shadow and Light (1996),[],['Documentary']
Costa Brava (1946),[],['Drama']
"Vie est belle, La (Life is Rosey) (1987)","['Comedy', 'Drama']","['Comedy', 'Drama']"
Quartier Mozart (1992),[],['Comedy']
Touki Bouki (Journey of the Hyena) (1973),[],['Drama']
Wend Kuuni (God's Gift) (1982),"['Comedy', 'Drama']",['Drama']
Spirits of the Dead (Tre Passi nel Delirio) (1968),[],['Horror']
Babyfever (1994),[],"['Comedy', 'Drama']"
Pharaoh's Army (1995),"['Comedy', 'War']",['War']
Trainspotting (1996),[],['Drama']
'Til There Was You (1997),"['Drama', 'Romance']","['Drama', 'Romance']"
Independence Day (ID4) (1996),['Comedy'],"['Action', 'Sci-Fi', 'War']"
Stealing Beauty (1996),['Drama'],['Drama']
"Fan, The (1996)",[],['Thriller']
"Hunchback of Notre Dame, The (1996)",['Drama'],"['Animation', ""Children's"", 'Musical']"
"Cable Guy, The (1996)",['Comedy'],['Comedy']
Kingpin (1996),[],['Comedy']
Eraser (1996),[],"['Action', 'Thriller']"
"Gate of Heavenly Peace, The (1995)",[],['Documentary']
"Nutty Professor, The (1996)","['Comedy', 'Romance', 'Sci-Fi']","['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']"
"I, Worst of All (Yo, la peor de todas) (1990)",['Drama'],['Drama']
An Unforgettable Summer (1994),['Drama'],['Drama']
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",['Documentary'],['Documentary']
"Hungarian Fairy Tale, A (1987)",[],['Fantasy']
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),['Drama'],['Drama']
Midnight Dancers (Sibak) (1994),['Drama'],"['Comedy', 'Drama']"
Somebody to Love (1994),['Comedy'],['Drama']
"Very Natural Thing, A (1974)",['Comedy'],['Drama']
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",['Comedy'],['Comedy']
